molecule_id,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,aEA_eV,aIP_eV
hc_c42h24_0pent_5844,-5.011,-2.303,2.708,0.097,-43887.752,-43881.745,-43889.085,-1.333,6.007
hc_c42h24_0pent_3489,-5.327,-1.938,3.389,0.489,-43887.273,-43880.888,-43888.220,-0.947,6.385
hc_c38h22_0pent_507,-5.154,-2.119,3.035,0.083,-39712.897,-39706.700,-39713.996,-1.099,6.197
hc_c42h24_0pent_2176,-5.384,-1.867,3.517,0.019,-43888.729,-43882.370,-43889.635,-0.906,6.359
hc_c34h20_0pent_194,-5.508,-1.780,3.728,0.089,-35537.840,-35531.224,-35538.549,-0.709,6.616
hc_c38h22_0pent_269,-5.274,-1.985,3.289,0.125,-39712.543,-39706.185,-39713.479,-0.935,6.359
hc_c42h24_0pent_5911,-4.971,-2.357,2.613,0.065,-43888.006,-43881.999,-43889.355,-1.349,6.007
hc_c38h22_0pent_1404,-5.049,-2.297,2.752,0.162,-39712.766,-39706.664,-39714.038,-1.272,6.101
hc_c42h24_0pent_1041,-5.178,-2.094,3.085,0.319,-43887.792,-43881.590,-43888.875,-1.083,6.202
hc_c42h24_0pent_2993,-5.331,-1.910,3.420,0.120,-43887.571,-43881.253,-43888.549,-0.978,6.318
hc_c42h24_0pent_2575,-5.228,-1.962,3.266,0.276,-43887.468,-43881.138,-43888.377,-0.909,6.330
hc_c42h24_0pent_6409,-4.842,-2.532,2.309,0.123,-43887.957,-43882.103,-43889.501,-1.544,5.854
hc_c42h24_0pent_6129,-5.035,-2.275,2.759,0.070,-43887.580,-43881.530,-43888.865,-1.285,6.050
hc_c42h24_0pent_6128,-5.104,-2.198,2.906,0.198,-43887.637,-43881.519,-43888.847,-1.210,6.118
hc_c38h22_0pent_746,-5.274,-1.985,3.289,0.122,-39712.723,-39706.391,-39713.682,-0.959,6.331
hc_c38h22_0pent_1331,-5.143,-2.192,2.950,0.165,-39712.809,-39706.563,-39713.922,-1.112,6.247
hc_c42h24_0pent_1498,-5.274,-2.010,3.264,0.249,-43886.946,-43880.643,-43887.973,-1.027,6.302
hc_c38h22_0pent_332,-5.235,-2.107,3.128,0.097,-39712.665,-39706.370,-39713.718,-1.053,6.295
hc_c42h24_0pent_5258,-5.172,-2.150,3.022,0.185,-43887.924,-43881.700,-43889.058,-1.134,6.224
hc_c42h24_0pent_5308,-5.191,-2.191,3.000,0.045,-43888.107,-43881.842,-43889.235,-1.129,6.264
hc_c42h24_0pent_5254,-5.152,-2.216,2.935,0.218,-43888.127,-43881.930,-43889.327,-1.200,6.197
hc_c38h22_0pent_1136,-5.421,-1.833,3.588,0.155,-39712.649,-39706.177,-39713.467,-0.818,6.472
hc_c42h24_0pent_4827,-5.020,-2.215,2.805,0.135,-43887.626,-43881.531,-43888.812,-1.185,6.095
hc_c38h22_0pent_335,-5.209,-2.127,3.082,0.155,-39712.776,-39706.508,-39713.863,-1.088,6.268
hc_c42h24_0pent_1229,-5.197,-2.072,3.125,0.136,-43888.319,-43882.090,-43889.391,-1.072,6.229
hc_c42h24_0pent_1819,-5.261,-1.941,3.320,0.082,-43888.068,-43881.803,-43889.042,-0.973,6.265
hc_c42h24_0pent_5097,-5.072,-2.288,2.784,0.000,-43888.052,-43882.058,-43889.440,-1.388,5.994
hc_c38h22_0pent_72,-5.510,-1.785,3.725,0.079,-39712.240,-39705.664,-39713.013,-0.772,6.576
hc_c38h22_0pent_140,-5.425,-1.808,3.617,0.295,-39712.053,-39705.577,-39712.871,-0.818,6.477
hc_c38h22_0pent_206,-5.337,-1.798,3.538,0.125,-39712.354,-39705.972,-39713.130,-0.776,6.382
hc_c42h24_0pent_4589,-5.015,-2.259,2.755,0.129,-43887.793,-43881.621,-43888.975,-1.182,6.172
hc_c38h22_0pent_411,-5.261,-1.965,3.296,0.199,-39711.997,-39705.659,-39712.932,-0.935,6.338
hc_c42h24_0pent_2111,-5.320,-1.983,3.338,0.108,-43888.246,-43881.943,-43889.267,-1.021,6.303
hc_c42h24_0pent_1772,-5.286,-1.938,3.348,0.378,-43887.578,-43881.290,-43888.543,-0.965,6.287
hc_c42h24_0pent_6527,-4.876,-2.498,2.378,0.237,-43887.991,-43882.091,-43889.492,-1.501,5.900
hc_c38h22_0pent_1030,-5.325,-1.928,3.397,0.169,-39712.288,-39705.877,-39713.181,-0.893,6.411
hc_c42h24_0pent_2714,-5.207,-1.969,3.238,0.037,-43887.479,-43881.223,-43888.428,-0.949,6.256
hc_c42h24_0pent_4424,-5.278,-1.887,3.391,0.519,-43887.254,-43880.928,-43888.120,-0.866,6.325
hc_c42h24_0pent_3479,-5.304,-1.963,3.341,0.242,-43887.429,-43881.079,-43888.379,-0.951,6.349
hc_c42h24_0pent_5615,-5.033,-2.267,2.766,0.191,-43887.852,-43881.727,-43889.063,-1.211,6.125
hc_c42h24_0pent_3878,-5.288,-1.915,3.373,0.307,-43887.447,-43881.114,-43888.368,-0.921,6.332
hc_c42h24_0pent_3725,-5.336,-1.936,3.400,0.000,-43887.929,-43881.596,-43888.913,-0.984,6.333
hc_c42h24_0pent_4270,-5.336,-1.949,3.387,0.090,-43887.690,-43881.337,-43888.666,-0.976,6.352
hc_c38h22_0pent_67,-5.530,-1.737,3.793,0.103,-39712.374,-39705.814,-39713.114,-0.739,6.561
hc_c38h22_0pent_1600,-4.992,-2.404,2.589,0.091,-39713.010,-39706.952,-39714.377,-1.367,6.058
hc_c42h24_0pent_5935,-5.135,-2.206,2.929,0.158,-43888.211,-43882.089,-43889.451,-1.240,6.123
hc_c42h24_0pent_698,-5.442,-1.824,3.618,0.275,-43887.213,-43880.774,-43888.091,-0.878,6.439
hc_c38h22_0pent_57,-5.489,-1.772,3.717,0.058,-39712.509,-39705.961,-39713.255,-0.746,6.547
hc_c42h24_0pent_1361,-5.448,-1.832,3.617,0.133,-43888.395,-43881.936,-43889.262,-0.867,6.459
hc_c42h24_0pent_5949,-4.970,-2.396,2.573,0.000,-43888.307,-43882.365,-43889.759,-1.452,5.942
hc_c42h24_0pent_2974,-5.309,-1.904,3.404,0.358,-43887.648,-43881.322,-43888.571,-0.923,6.327
hc_c42h24_0pent_4434,-5.291,-1.911,3.380,0.274,-43887.542,-43881.227,-43888.457,-0.915,6.316
hc_c42h24_0pent_159,-5.442,-1.786,3.656,0.221,-43887.519,-43881.000,-43888.305,-0.786,6.519
hc_c42h24_0pent_2438,-5.365,-1.966,3.400,0.247,-43888.424,-43882.061,-43889.419,-0.995,6.363
hc_c38h22_0pent_199,-5.369,-1.884,3.484,0.084,-39712.067,-39705.669,-39712.957,-0.890,6.399
hc_c42h24_0pent_4099,-5.341,-1.949,3.392,0.086,-43888.392,-43882.068,-43889.390,-0.998,6.324
hc_c38h22_0pent_1172,-5.307,-1.888,3.419,0.240,-39712.192,-39705.811,-39713.044,-0.851,6.381
hc_c42h24_0pent_1902,-5.451,-1.833,3.618,0.105,-43888.085,-43881.626,-43888.959,-0.874,6.460
hc_c42h24_0pent_3019,-5.277,-2.065,3.212,0.068,-43887.813,-43881.506,-43888.883,-1.069,6.308
hc_c42h24_0pent_4521,-5.286,-1.983,3.303,0.365,-43886.932,-43880.643,-43887.967,-1.035,6.290
hc_c42h24_0pent_5126,-5.176,-2.235,2.941,0.044,-43888.283,-43882.126,-43889.558,-1.275,6.157
hc_c42h24_0pent_2931,-5.251,-2.035,3.216,0.336,-43887.059,-43880.767,-43888.105,-1.047,6.292
hc_c42h24_0pent_3858,-5.210,-2.074,3.135,0.329,-43887.884,-43881.651,-43888.972,-1.088,6.233
hc_c42h24_0pent_5941,-4.900,-2.432,2.468,0.046,-43887.689,-43881.806,-43889.168,-1.479,5.883
hc_c42h24_0pent_3818,-5.221,-2.069,3.152,0.203,-43887.858,-43881.627,-43888.944,-1.086,6.230
hc_c38h22_0pent_9,-5.438,-1.841,3.598,0.107,-39711.870,-39705.386,-39712.701,-0.831,6.484
hc_c42h24_0pent_707,-5.462,-1.788,3.673,0.094,-43887.366,-43880.885,-43888.189,-0.823,6.481
hc_c42h24_0pent_2373,-5.397,-1.907,3.489,0.316,-43888.108,-43881.717,-43889.035,-0.927,6.391
hc_c42h24_0pent_3896,-5.359,-1.935,3.424,0.155,-43887.653,-43881.298,-43888.625,-0.972,6.355
hc_c42h24_0pent_4603,-4.961,-2.281,2.680,0.092,-43887.720,-43881.679,-43888.933,-1.213,6.041
hc_c42h24_0pent_3529,-5.189,-2.012,3.177,0.163,-43887.124,-43880.881,-43888.141,-1.018,6.242
hc_c42h24_0pent_3597,-5.276,-2.026,3.250,0.176,-43888.283,-43882.005,-43889.342,-1.059,6.279
hc_c42h24_0pent_1587,-5.303,-1.898,3.405,0.150,-43887.719,-43881.421,-43888.648,-0.929,6.299
hc_c42h24_0pent_2227,-5.344,-1.912,3.431,0.147,-43888.229,-43881.916,-43889.205,-0.976,6.313
hc_c42h24_0pent_2504,-5.376,-1.862,3.514,0.299,-43888.115,-43881.695,-43888.981,-0.866,6.420
hc_c42h24_0pent_1727,-5.193,-2.076,3.117,0.193,-43887.625,-43881.428,-43888.718,-1.094,6.197
hc_c38h22_0pent_1105,-5.415,-1.857,3.558,0.184,-39712.886,-39706.408,-39713.729,-0.843,6.478
hc_c42h24_0pent_4355,-5.264,-2.007,3.257,0.066,-43888.023,-43881.762,-43889.061,-1.038,6.262
hc_c38h22_0pent_1518,-5.027,-2.316,2.710,0.124,-39712.678,-39706.613,-39713.987,-1.310,6.065
hc_c42h24_0pent_1959,-5.329,-1.933,3.396,0.039,-43887.972,-43881.652,-43888.939,-0.967,6.320
hc_c38h22_0pent_1456,-5.048,-2.297,2.752,0.026,-39712.992,-39706.909,-39714.276,-1.284,6.083
hc_c38h22_0pent_165,-5.426,-1.810,3.617,0.108,-39712.455,-39705.995,-39713.269,-0.814,6.459
hc_c42h24_0pent_2151,-5.404,-1.941,3.463,0.347,-43887.959,-43881.563,-43888.938,-0.979,6.396
hc_c42h24_0pent_4400,-5.239,-1.941,3.298,0.143,-43887.625,-43881.381,-43888.598,-0.973,6.245
hc_c42h24_0pent_3433,-5.238,-2.018,3.220,0.219,-43887.320,-43881.045,-43888.339,-1.019,6.275
hc_c42h24_0pent_5362,-5.021,-2.294,2.727,0.101,-43887.989,-43881.960,-43889.297,-1.308,6.029
hc_c42h24_0pent_4703,-5.033,-2.333,2.700,0.063,-43887.878,-43881.837,-43889.223,-1.345,6.041
hc_c42h24_0pent_5398,-5.403,-2.044,3.359,0.000,-43888.444,-43882.022,-43889.499,-1.055,6.422
hc_c42h24_0pent_5633,-5.057,-2.276,2.781,0.156,-43887.726,-43881.610,-43888.959,-1.233,6.117
hc_c42h24_0pent_766,-5.248,-2.054,3.194,0.200,-43887.668,-43881.474,-43888.491,-0.822,6.194
hc_c42h24_0pent_4665,-5.063,-2.272,2.792,0.217,-43887.999,-43881.903,-43889.238,-1.238,6.096
hc_c42h24_0pent_1067,-5.139,-2.143,2.995,0.070,-43887.761,-43881.615,-43888.925,-1.164,6.146
hc_c42h24_0pent_1356,-5.390,-1.904,3.486,0.144,-43888.084,-43881.663,-43888.992,-0.908,6.421
hc_c42h24_0pent_5776,-5.077,-2.254,2.823,0.153,-43887.891,-43881.771,-43889.136,-1.245,6.120
hc_c42h24_0pent_2535,-5.188,-2.109,3.079,0.248,-43887.933,-43881.733,-43889.038,-1.105,6.200
hc_c42h24_0pent_6213,-4.785,-2.599,2.186,0.080,-43887.751,-43881.920,-43889.327,-1.575,5.832
hc_c42h24_0pent_1017,-5.269,-1.922,3.347,0.182,-43887.197,-43880.841,-43888.105,-0.908,6.356
hc_c42h24_0pent_3822,-5.282,-2.007,3.275,0.165,-43888.279,-43882.020,-43889.342,-1.063,6.259
hc_c38h22_0pent_625,-5.417,-1.868,3.550,0.125,-39713.032,-39706.577,-39713.890,-0.858,6.455
hc_c42h24_0pent_4999,-5.175,-2.177,2.999,0.128,-43888.167,-43881.913,-43889.292,-1.125,6.253
hc_c42h24_0pent_4865,-5.035,-2.234,2.801,0.246,-43887.669,-43881.574,-43888.879,-1.210,6.094
hc_c42h24_0pent_3072,-5.405,-1.910,3.495,0.220,-43888.594,-43882.226,-43889.578,-0.984,6.368
hc_c42h24_0pent_3396,-5.365,-1.908,3.457,0.067,-43888.091,-43881.724,-43889.032,-0.941,6.366
hc_c42h24_0pent_2916,-5.237,-2.069,3.168,0.074,-43888.010,-43881.789,-43889.124,-1.115,6.220
hc_c42h24_0pent_2424,-5.349,-1.953,3.396,0.098,-43888.544,-43882.212,-43889.544,-1.000,6.332
hc_c38h22_0pent_961,-5.206,-2.068,3.137,0.108,-39712.969,-39706.729,-39714.040,-1.071,6.240
hc_c34h20_0pent_91,-5.383,-1.862,3.521,0.082,-35537.603,-35531.097,-35538.373,-0.769,6.506
hc_c42h24_0pent_5084,-5.174,-2.245,2.929,0.078,-43888.004,-43881.850,-43889.290,-1.286,6.154
hc_c42h24_0pent_3391,-5.302,-1.946,3.356,0.209,-43887.893,-43881.531,-43888.820,-0.927,6.362
hc_c42h24_0pent_3342,-5.462,-1.807,3.655,0.148,-43888.162,-43881.717,-43889.006,-0.844,6.445
hc_c38h22_0pent_388,-5.381,-1.819,3.562,0.144,-39712.591,-39706.102,-39713.371,-0.780,6.489
hc_c38h22_0pent_815,-5.401,-1.903,3.498,0.151,-39713.005,-39706.549,-39713.897,-0.892,6.455
hc_c42h24_0pent_2825,-5.325,-1.900,3.424,0.239,-43887.692,-43881.320,-43888.547,-0.855,6.372
hc_c42h24_0pent_3770,-5.151,-2.035,3.116,0.181,-43887.787,-43881.647,-43888.851,-1.063,6.141
hc_c42h24_0pent_4226,-5.326,-1.970,3.356,0.109,-43888.114,-43881.798,-43889.125,-1.011,6.315
hc_c42h24_0pent_6010,-5.059,-2.288,2.771,0.147,-43887.972,-43881.870,-43889.221,-1.249,6.102
hc_c42h24_0pent_338,-5.434,-1.790,3.645,0.068,-43887.747,-43881.319,-43888.587,-0.840,6.427
hc_c42h24_0pent_1227,-5.189,-2.088,3.100,0.177,-43887.957,-43881.748,-43889.051,-1.094,6.209
hc_c42h24_0pent_2536,-5.158,-2.131,3.027,0.152,-43887.852,-43881.690,-43888.988,-1.136,6.163
hc_c34h20_0pent_96,-5.221,-2.052,3.168,0.094,-35537.694,-35531.366,-35538.664,-0.970,6.328
hc_c38h22_0pent_1348,-5.278,-2.094,3.184,0.108,-39713.304,-39706.957,-39714.354,-1.050,6.347
hc_c38h22_0pent_1119,-5.373,-1.843,3.530,0.309,-39712.592,-39706.129,-39713.403,-0.811,6.463
hc_c42h24_0pent_345,-5.496,-1.742,3.754,0.091,-43888.127,-43881.642,-43888.917,-0.791,6.485
hc_c42h24_0pent_4777,-4.934,-2.313,2.621,0.171,-43887.499,-43881.536,-43888.812,-1.313,5.963
hc_c34h20_0pent_69,-5.512,-1.649,3.862,0.081,-35537.339,-35530.720,-35537.925,-0.586,6.619
hc_c42h24_0pent_2502,-5.419,-1.871,3.548,0.373,-43888.090,-43881.597,-43888.943,-0.854,6.492
hc_c42h24_0pent_3459,-5.354,-1.910,3.444,0.190,-43887.792,-43881.419,-43888.719,-0.927,6.373
hc_c42h24_0pent_5856,-4.969,-2.343,2.625,0.134,-43887.769,-43881.785,-43889.127,-1.358,5.984
hc_c42h24_0pent_570,-5.486,-1.664,3.823,0.083,-43887.780,-43881.291,-43888.484,-0.704,6.489
hc_c42h24_0pent_1444,-5.329,-1.883,3.446,0.145,-43888.042,-43881.682,-43888.935,-0.893,6.360
hc_c38h22_0pent_1340,-4.997,-2.363,2.634,0.001,-39712.878,-39706.898,-39714.285,-1.408,5.979
hc_c42h24_0pent_3445,-5.239,-2.063,3.177,0.119,-43887.349,-43881.096,-43888.420,-1.071,6.253
hc_c42h24_0pent_3372,-5.247,-2.000,3.247,0.206,-43886.938,-43880.689,-43887.969,-1.031,6.249
hc_c42h24_0pent_4081,-5.211,-2.088,3.123,0.220,-43887.265,-43881.041,-43888.364,-1.100,6.224
hc_c38h22_0pent_1510,-5.073,-2.268,2.805,0.126,-39712.790,-39706.681,-39714.035,-1.245,6.109
hc_c42h24_0pent_3377,-5.205,-1.974,3.231,0.131,-43887.115,-43880.894,-43888.112,-0.996,6.221
hc_c38h22_0pent_728,-5.337,-1.919,3.418,0.343,-39712.556,-39706.155,-39713.473,-0.917,6.402
hc_c38h22_0pent_286,-5.368,-1.888,3.480,0.206,-39712.789,-39706.216,-39713.591,-0.803,6.572
hc_c42h24_0pent_4435,-5.276,-1.925,3.351,0.337,-43887.434,-43881.128,-43888.375,-0.941,6.306
hc_c42h24_0pent_2177,-5.492,-1.830,3.662,0.039,-43888.633,-43882.157,-43889.508,-0.875,6.476
hc_c34h20_0pent_21,-5.490,-1.767,3.723,0.330,-35536.709,-35530.116,-35537.422,-0.713,6.593
hc_c42h24_0pent_2855,-5.219,-2.010,3.209,0.039,-43886.956,-43880.708,-43887.971,-1.014,6.248
hc_c42h24_0pent_2833,-5.256,-1.961,3.295,0.060,-43887.597,-43881.280,-43888.484,-0.888,6.316
hc_c42h24_0pent_877,-5.408,-1.889,3.519,0.282,-43888.030,-43881.622,-43888.899,-0.869,6.407
hc_c38h22_0pent_1337,-5.163,-2.186,2.977,0.111,-39713.210,-39707.032,-39714.403,-1.194,6.178
hc_c34h20_0pent_134,-5.407,-1.877,3.531,0.108,-35537.864,-35531.355,-35538.658,-0.794,6.509
hc_c42h24_0pent_2685,-5.393,-1.861,3.532,0.106,-43887.847,-43881.450,-43888.738,-0.891,6.397
hc_c42h24_0pent_3246,-5.276,-2.043,3.233,0.155,-43887.618,-43881.303,-43888.660,-1.042,6.314
hc_c42h24_0pent_2303,-5.206,-2.096,3.109,0.359,-43887.814,-43881.628,-43888.948,-1.134,6.185
hc_c42h24_0pent_4776,-4.885,-2.414,2.472,0.105,-43887.578,-43881.692,-43889.018,-1.440,5.886
hc_c42h24_0pent_911,-5.297,-1.901,3.396,0.199,-43887.367,-43881.035,-43888.279,-0.913,6.331
hc_c38h22_0pent_778,-5.213,-2.048,3.164,0.200,-39712.102,-39705.808,-39713.110,-1.007,6.294
hc_c42h24_0pent_5252,-5.141,-2.209,2.932,0.127,-43888.140,-43881.970,-43889.350,-1.211,6.169
hc_c38h22_0pent_533,-5.228,-2.062,3.165,0.108,-39712.887,-39706.607,-39713.941,-1.055,6.280
hc_c42h24_0pent_2908,-5.287,-1.979,3.308,0.116,-43888.289,-43881.995,-43889.290,-1.000,6.295
hc_c42h24_0pent_3270,-5.321,-1.960,3.361,0.158,-43888.297,-43881.994,-43889.308,-1.011,6.304
hc_c42h24_0pent_6006,-4.981,-2.336,2.645,0.208,-43887.704,-43881.664,-43889.012,-1.308,6.040
hc_c42h24_0pent_1279,-5.328,-1.935,3.392,0.230,-43887.828,-43881.495,-43888.789,-0.960,6.333
hc_c42h24_0pent_2526,-5.225,-2.102,3.123,0.175,-43888.281,-43882.036,-43889.349,-1.069,6.245
hc_c42h24_0pent_847,-5.310,-1.919,3.391,0.095,-43887.741,-43881.392,-43888.657,-0.915,6.349
hc_c42h24_0pent_1348,-5.356,-1.902,3.454,0.083,-43888.037,-43881.684,-43888.971,-0.933,6.353
hc_c38h22_0pent_1339,-5.107,-2.241,2.866,0.098,-39713.171,-39707.016,-39714.379,-1.208,6.155
hc_c42h24_0pent_1594,-5.339,-1.878,3.461,0.123,-43887.307,-43880.928,-43888.194,-0.887,6.378
hc_c38h22_0pent_1499,-4.989,-2.352,2.637,0.077,-39712.765,-39706.726,-39714.097,-1.332,6.038
hc_c34h20_0pent_213,-5.349,-1.921,3.428,0.141,-35537.817,-35531.369,-35538.677,-0.860,6.448
hc_c42h24_0pent_3563,-5.052,-2.166,2.886,0.071,-43887.564,-43881.526,-43888.759,-1.195,6.038
hc_c42h24_0pent_4737,-5.041,-2.281,2.760,0.114,-43888.180,-43882.117,-43889.463,-1.283,6.063
hc_c42h24_0pent_3533,-5.118,-2.068,3.049,0.176,-43887.608,-43881.469,-43888.630,-1.023,6.139
hc_c42h24_0pent_1673,-5.316,-1.969,3.347,0.085,-43887.631,-43881.289,-43888.598,-0.967,6.342
hc_c42h24_0pent_354,-5.502,-1.749,3.753,0.143,-43887.694,-43881.201,-43888.477,-0.783,6.493
hc_c26h16_0pent_17,-5.433,-1.799,3.634,0.035,-27187.526,-27180.903,-27188.161,-0.635,6.623
hc_c42h24_0pent_1085,-5.220,-2.072,3.148,0.073,-43888.029,-43881.780,-43889.099,-1.070,6.248
hc_c42h24_0pent_4936,-5.094,-2.254,2.841,0.119,-43888.096,-43881.987,-43889.359,-1.263,6.109
hc_c34h20_0pent_387,-5.068,-2.244,2.824,0.211,-35537.506,-35531.286,-35538.640,-1.134,6.220
hc_c34h20_0pent_207,-5.242,-1.974,3.268,0.185,-35537.479,-35531.111,-35538.368,-0.890,6.368
hc_c38h22_0pent_1,-5.446,-1.754,3.693,0.207,-39711.929,-39705.370,-39712.559,-0.630,6.558
hc_c42h24_0pent_4690,-4.930,-2.429,2.501,0.151,-43888.036,-43882.095,-43889.481,-1.444,5.941
hc_c42h24_0pent_3162,-5.414,-1.852,3.563,0.245,-43888.165,-43881.736,-43889.053,-0.888,6.428
hc_c42h24_0pent_6427,-4.872,-2.460,2.412,0.311,-43887.758,-43881.851,-43889.212,-1.454,5.907
hc_c42h24_0pent_5400,-5.321,-2.066,3.255,0.146,-43888.517,-43882.192,-43889.593,-1.076,6.325
hc_c38h22_0pent_1259,-5.112,-2.209,2.903,0.053,-39712.603,-39706.433,-39713.780,-1.177,6.171
hc_c38h22_0pent_420,-5.404,-1.851,3.553,0.094,-39713.049,-39706.591,-39713.861,-0.812,6.458
hc_c38h22_0pent_621,-5.368,-1.916,3.452,0.161,-39712.564,-39706.164,-39713.478,-0.914,6.401
hc_c42h24_0pent_363,-5.471,-1.787,3.684,0.156,-43887.798,-43881.316,-43888.616,-0.818,6.482
hc_c42h24_0pent_2429,-5.374,-1.949,3.426,0.115,-43888.614,-43882.238,-43889.592,-0.978,6.376
hc_c42h24_0pent_6258,-4.884,-2.493,2.391,0.179,-43888.023,-43882.107,-43889.505,-1.481,5.916
hc_c42h24_0pent_358,-5.441,-1.804,3.637,0.324,-43887.770,-43881.344,-43888.606,-0.835,6.426
hc_c38h22_0pent_215,-5.485,-1.812,3.673,0.225,-39712.129,-39705.594,-39712.939,-0.809,6.535
hc_c30h18_0pent_13,-5.580,-1.626,3.954,0.039,-31362.588,-31355.868,-31363.123,-0.535,6.720
hc_c38h22_0pent_583,-5.519,-1.800,3.719,0.075,-39713.352,-39706.815,-39714.147,-0.795,6.537
hc_c34h20_0pent_108,-5.271,-2.047,3.223,0.135,-35537.819,-35531.426,-35538.763,-0.944,6.393
hc_c38h22_0pent_767,-5.255,-1.959,3.297,0.074,-39712.709,-39706.363,-39713.581,-0.871,6.347
hc_c42h24_0pent_1261,-5.461,-1.785,3.676,0.185,-43888.060,-43881.586,-43888.869,-0.809,6.474
hc_c42h24_0pent_6139,-5.210,-2.134,3.076,0.093,-43887.907,-43881.696,-43889.064,-1.156,6.212
hc_c42h24_0pent_6036,-5.069,-2.264,2.805,0.058,-43887.820,-43881.733,-43889.093,-1.273,6.087
hc_c34h20_0pent_32,-5.530,-1.748,3.782,0.082,-35537.223,-35530.595,-35537.923,-0.700,6.628
hc_c42h24_0pent_1829,-5.301,-1.877,3.424,0.379,-43887.336,-43880.974,-43888.227,-0.891,6.363
hc_c42h24_0pent_5576,-5.049,-2.225,2.824,0.405,-43887.649,-43881.562,-43888.880,-1.231,6.088
hc_c42h24_0pent_3909,-5.318,-1.923,3.395,0.129,-43887.252,-43880.912,-43888.202,-0.950,6.340
hc_c42h24_0pent_2089,-5.349,-1.945,3.404,0.082,-43888.709,-43882.387,-43889.708,-0.999,6.322
hc_c42h24_0pent_940,-5.381,-1.888,3.493,0.110,-43887.518,-43881.074,-43888.418,-0.900,6.444
hc_c42h24_0pent_5384,-5.152,-2.149,3.003,0.101,-43887.899,-43881.702,-43889.035,-1.137,6.197
hc_c42h24_0pent_5460,-5.268,-2.086,3.182,0.153,-43888.188,-43881.923,-43889.294,-1.106,6.265
hc_c42h24_0pent_1739,-5.203,-2.090,3.113,0.270,-43887.226,-43881.008,-43888.327,-1.101,6.217
hc_c42h24_0pent_3203,-5.403,-1.865,3.539,0.089,-43888.327,-43881.934,-43889.224,-0.897,6.393
hc_c42h24_0pent_5037,-5.103,-2.260,2.842,0.260,-43888.165,-43882.050,-43889.436,-1.271,6.115
hc_c42h24_0pent_2421,-5.288,-1.977,3.311,0.419,-43888.023,-43881.676,-43888.968,-0.945,6.347
hc_c42h24_0pent_2551,-5.337,-2.009,3.329,0.268,-43888.287,-43881.913,-43889.272,-0.986,6.374
hc_c38h22_0pent_1268,-5.058,-2.279,2.778,0.098,-39712.843,-39706.672,-39714.039,-1.196,6.171
hc_c42h24_0pent_3105,-5.284,-1.952,3.332,0.178,-43887.782,-43881.484,-43888.739,-0.957,6.298
hc_c42h24_0pent_5181,-5.200,-2.185,3.015,0.107,-43888.443,-43882.179,-43889.589,-1.146,6.264
hc_c42h24_0pent_2877,-5.311,-1.951,3.359,0.355,-43887.762,-43881.421,-43888.748,-0.986,6.341
hc_c42h24_0pent_4610,-5.020,-2.243,2.777,0.202,-43887.438,-43881.348,-43888.659,-1.221,6.090
hc_c42h24_0pent_4934,-5.083,-2.262,2.821,0.117,-43887.817,-43881.711,-43889.083,-1.266,6.106
hc_c42h24_0pent_3167,-5.410,-1.870,3.540,0.271,-43887.654,-43881.243,-43888.555,-0.901,6.411
hc_c42h24_0pent_4129,-5.323,-1.957,3.367,0.160,-43888.083,-43881.751,-43889.061,-0.977,6.333
hc_c38h22_0pent_1335,-5.159,-2.214,2.945,0.116,-39713.078,-39706.877,-39714.275,-1.197,6.201
hc_c38h22_0pent_509,-5.180,-2.105,3.075,0.088,-39712.904,-39706.675,-39713.992,-1.088,6.229
hc_c34h20_0pent_160,-5.383,-1.927,3.456,0.079,-35537.994,-35531.533,-35538.877,-0.883,6.461
hc_c42h24_0pent_4054,-5.387,-1.882,3.505,0.264,-43887.763,-43881.358,-43888.680,-0.917,6.405
hc_c42h24_0pent_2161,-5.335,-1.902,3.433,0.189,-43887.951,-43881.618,-43888.896,-0.945,6.333
hc_c42h24_0pent_506,-5.449,-1.823,3.626,0.204,-43887.024,-43880.556,-43887.882,-0.858,6.468
hc_c38h22_0pent_534,-5.240,-2.099,3.141,0.121,-39713.023,-39706.718,-39714.081,-1.059,6.305
hc_c42h24_0pent_3994,-5.365,-1.889,3.476,0.036,-43887.774,-43881.395,-43888.683,-0.909,6.380
hc_c30h18_0pent_27,-5.508,-1.711,3.797,0.203,-31361.765,-31355.012,-31362.295,-0.529,6.753
hc_c42h24_0pent_2236,-5.392,-1.929,3.462,0.200,-43888.087,-43881.680,-43889.029,-0.943,6.407
hc_c42h24_0pent_6293,-4.911,-2.487,2.424,0.115,-43887.857,-43881.962,-43889.414,-1.557,5.895
hc_c38h22_0pent_376,-5.331,-1.964,3.368,0.060,-39713.129,-39706.750,-39714.067,-0.938,6.379
hc_c42h24_0pent_5231,-5.121,-2.248,2.874,0.142,-43888.436,-43882.256,-43889.652,-1.216,6.180
hc_c42h24_0pent_6256,-4.861,-2.502,2.360,0.042,-43887.886,-43881.974,-43889.348,-1.463,5.912
hc_c42h24_0pent_2665,-5.306,-1.977,3.330,0.380,-43887.704,-43881.401,-43888.719,-1.015,6.302
hc_c38h22_0pent_1155,-5.513,-1.745,3.769,0.076,-39712.862,-39706.299,-39713.593,-0.731,6.563
hc_c42h24_0pent_5339,-5.227,-2.181,3.046,0.037,-43888.416,-43882.161,-43889.606,-1.190,6.255
